ID,PANEL_NAME,TEST_NAME,"Comp_FLAG
(H = positive result / 0 = negative result)","Screen_FLAG 
(H = positive result / 0 = negative result / blank = not tested)","Confirm_FLAG 
(H = positive result / 0 = negative result / blank = not tested)",COMP/EIA_Comparison,COMP/Confirm_Comparison,EIA/Confirm_Comparison
4529,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4530,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4531,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,H,H,,H/H,,
4532,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
4533,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4534,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
4535,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,0,0,0,0/0,0/0,0/0
4536,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4537,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4538,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
4539,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4540,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
4541,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
4542,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
4543,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4544,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
4545,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4546,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
4547,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4548,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
4549,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4550,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4551,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
4552,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
4553,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4554,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4555,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
4556,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
4557,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
4558,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
4559,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
4560,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4561,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4562,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
4563,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
4564,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4565,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
4566,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
4567,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4568,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
4569,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
4570,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
4571,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4572,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4573,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4574,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
4575,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4576,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
4577,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
4578,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
4579,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4580,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
4581,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4582,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
4583,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4584,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
4585,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4586,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4587,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
4588,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
4589,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4590,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4591,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
4592,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
4593,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
4594,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
4595,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
4596,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4597,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4598,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
4599,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
4600,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4601,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
4602,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
4603,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4604,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
4605,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
4606,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
4607,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4608,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4609,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4610,Pain (PAR) - Comprehensive Screen Panel,Naloxone,0,,0,,0/0,
4611,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4612,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
4613,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,0,0,0,0/0,0/0,0/0
4614,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,H,H,0/H,0/H,H/H
4615,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4616,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,H,0,H,H/0,H/H,0/H
4617,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4618,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
4619,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4620,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
4621,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4622,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4623,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
4624,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
4625,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4626,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4627,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
4628,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
4629,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
4630,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
4631,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
4632,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4633,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4634,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
4635,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
4636,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4637,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
4638,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,0,0,0,0/0,0/0,0/0
4639,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4640,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
4641,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
4642,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
4643,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4644,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4645,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4646,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
4647,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4648,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
4649,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
4650,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
4651,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4652,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
4653,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4654,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
4655,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4656,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
4657,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4658,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4659,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
4660,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
4661,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4662,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4663,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
4664,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
4665,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
4666,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
4667,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
4668,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4669,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4670,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
4671,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
4672,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4673,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
4674,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
4675,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4676,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
4677,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
4678,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
4679,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4680,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4681,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4682,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
4683,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4684,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
4685,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
4686,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
4687,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4688,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
4689,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4690,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
4691,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4692,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
4693,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4694,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4695,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
4696,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
4697,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4698,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4699,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
4700,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
4701,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
4702,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
4703,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
4704,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4705,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4706,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
4707,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,H,H,H,H/H,H/H,H/H
4708,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4709,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,H,0,0/H,0/0,H/0
4710,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
4711,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4712,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
4713,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
4714,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
4715,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4716,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4717,Pain (PAR) - Comprehensive Screen Panel,Naloxone,0,,0,,0/0,
4718,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
4719,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
4720,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
4721,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4722,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
4723,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
4724,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4725,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
4726,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
4727,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4728,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
4729,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
4730,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
4731,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4732,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
4733,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4734,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,H,H,H,H/H,H/H,H/H
4735,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4736,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4737,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
4738,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
4739,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
4740,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4741,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4742,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
4743,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4744,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4745,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4746,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
4747,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4748,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4749,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
4750,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4751,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
4752,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
4753,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4754,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4755,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
4756,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
4757,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
4758,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,H,,H,,H/H,
4759,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
4760,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
4761,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
4762,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
4763,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
4764,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4765,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
4766,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
4767,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,0,0,0,0/0,0/0,0/0
4768,Pain (PAR) - Comprehensive Screen Panel,Methadone,H,H,H,H/H,H/H,H/H
4769,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
4770,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
4771,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4772,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
4773,Pain (PAR) - Comprehensive Screen Panel,Naloxone,0,,0,,0/0,
4774,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
4775,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
4776,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4777,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),H,H,H,H/H,H/H,H/H
4778,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4779,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4780,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4781,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
4782,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4783,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4784,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,0,0,0,0/0,0/0,0/0
4785,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
4786,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4787,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
4788,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
4789,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
4790,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
4791,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
4792,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
4793,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
4794,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
4795,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
4796,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
4797,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,H,H,0/H,0/H,H/H
4798,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
4799,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
4800,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
4801,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
4802,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
4803,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
4804,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
4805,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
